"id","name","enName","directors","totalSale","totalAudience","cinemaCount","hallCount","releaseYear","genres","type","usersRating","actors","writers","ratesCount","movieRate","trailer","description","criticism","comments"
3877,"سوفی و دیوانه",,"مهدی کرم پور",229505000,24735,0,0,1397,"اجتماعی","cinema",,"امیر جعفری, محمدرضا شریفی‌ نیا, سیامک صفری, الهه حصاری","",2,5,"https://aspb15.asset.aparat.com/aparat-video/e1a1954b54fbf47c4f672ac2619ef11c11965072-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjAwNDYxZWRiZjBhMTJkOWQ5Y2E1MmE5NTMyZDQ1Y2I1IiwiZXhwIjoxNzQ1NzEwNDc1LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.b3XwJyIBB5SYr8G7XMBP1gEYQEwWiSGeq4mZEVkPQrU","من مست و تو دیوانه / مارا که برد خانه , صدبار تو را گفتم / کم خور دو سه پیمانه","",""
3830,"جشن دلتنگی",,"پوریا آذربایجانی",208463000,24518,0,0,1397,"اجتماعی","cinema",,"محسن کیایی, بابک حمیدیان, مینا ساداتی, بهنام تشکر, پریوش نظریه","",1,3,"https://aspb10.asset.aparat.com/aparat-video/5337cf35c384a7563947fb6fd911c73010378668-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6ImY0YzYzYzQ3NWZiMGY5ZDY0MDgxZThiYWE5NzEwYTQzIiwiZXhwIjoxNzQ1NzEwMzQ0LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.n6focLhhae8p3vzFr1IGCUKMpOyGwK8i3Bc_ygpXP-0","فیلم سینمایی «جشن دلتنگی» درباره رابطه واقعی آدم‌ها و گره خوردن آن با فضای مجازی و همچنین چهارطبقه اجتماعی است.","",""
3809,"آن‌سوی ابرها",,"مجید مجیدی",208224000,21282,0,0,1397,"اجتماعی","cinema",,"ایشان خاطر, مالاویکا موهانان, تانیشتا چاتراجه, گاوتام قوس","",0,3.3,"https://aspb12.asset.aparat.com/aparat-video/a6192f0307f4bf00b4c6a6cfefc5692a9560787-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjMyZDI3ZmVjYTI3NDU0OTI0MTA5MzAyYzBmYWU2YjIzIiwiZXhwIjoxNzQ1NzEwNTc1LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.I6VRGWXkBOLijbUqQpbpMgK0GEa_fmY5ShBvHJ2zWdg","امیر، نوجوانی بزه‌کار و زیرک است که به شکلی پنهانی در بمبئی به توزیع مواد مخدر مشغول است و مدام از مشکلاتی که برایش ایجاد می‌شود، خود را نجات می‌دهد. در جریان یک معامله لورفته مواد مخدر، او از دست پلیس فرار می‌کند و به خانه خواهرش، تارا، که مدت‌ها از او بی‌خبر بوده است، پناه می‌برد. پنهان کردن امیر توسط تارا برای او عواقبی در پی دارد و تارا به زندان می‌افتد. با این وجود تارا هم‌چنان تنها امید خود برای آزاد شدن و زندگی دوباره در بیرون از زندان را در امیر می‌بیند. در روزهایی که به نظر می‌رسد یأس و تاریکی تمام زندگی آن‌ها را احاطه کرده است، نور امید از آن سوی ابرها به آن‌ها می‌درخشد","",""
3880,"ماهورا",,"حمید زرگرنژاد",206418000,22448,0,0,1397,"اجتماعی, دفاع مقدس","cinema",,"میترا حجار, بهاره کیان افشار, محسن افشانی, کامران تفتی, احمد کاوری","",6,3.3333333333333335,"https://aspb13.asset.aparat.com/aparat-video/6a2a843281c7fc4e53e26706da10cec011964935-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6ImY3MjdhNmU2OTRjZWM3MzYzODc0MzI3Mzc1MGExODU0IiwiZXhwIjoxNzQ1NzEwNTA4LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.uskd5kXW1YgTeo9ZC06oRielAPkQhdaLU0yab4gWhg8","در زندگی تو زنی ست با چشمان شکوهمند که لبانش خوشه‌های انگور و لبخندش موسیقی و گل، اما هرکس بخواهد به او نزدیک شود، ناپدید می‌شود …","",""
3875,"آخرین بار کی سحر را دیدی؟",,"فرزاد موتمن",163377000,18119,0,0,1397,"اجتماعی, پليسي","cinema",,"فریبرز عرب نیا, آناهیتا درگاهی, آتیلا پسیانی, محمدرضا غفاری, سیامک صفری, ژاله صامتی, عمار تفتی","",4,3.5,"https://aspb2.asset.aparat.com/aparat-video/7f38b5a8b90f81d1a572167ae8d282d311686303-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjFlODQ5NzQwY2MxYTc3YTRjMWEzY2MxYTFlZjM3NGJkIiwiZXhwIjoxNzQ1NzEwNDU4LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.npAKQlEWs7qIXVAEX0Ji24O5IAg3nR0ANOKkvudlFaw","صبح است، مادری سراسیمه وارد کلانتری می‌شود و به افسر نگهبان می‌گوید دختر جوانش، سحر، دیشب به خانه بازنگشته است …","",""
3856,"در وجه حامل",,"بهمن کامیار",149273000,16996,0,0,1397,"اجتماعی","cinema",,"ژاله صامتی, محمدرضا غفاری, بابک بهشاد, رعنا آزادی ور, محسن کیایی","",1,3,"https://aspb15.asset.aparat.com/aparat-video/21135a767ae482dd8097f472e24a0c4310925626-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjRjMDVjODQyMTEyNDg3YjMyODVkM2JhNjliNzE1MWM1IiwiZXhwIjoxNzQ1NzEwNjAwLCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.as7jLHe5SgnraJ-Z2f38Tl16lpsV-MmMadAtF8coNP8","این فیلم روایتگر زندگی زنی به نام مهری است که ناخواسته درگیر ماجرایی مجهول می‌شود و در پی حل آن است.","",""
3838,"پشت دیوار سکوت",,"مسعود جعفری جوزانی",142005000,15317,0,0,1397,"اجتماعی","cinema",,"سحر جعفری جوزانی, آرمان درویش, مهدی احمدی, رویا تیموریان, امین تارخ, بهزاد فراهانی","",2,3,"https://aspb13.asset.aparat.com/aparat-video/2809e5b8c069e1b3eea43220d00046c211508577-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6ImU1ZjQyMGQwYTBkYzI4YjU2Yzg4ZGU4M2YxYTM3OGQ1IiwiZXhwIjoxNzQ1NzEwNjkwLCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.6KY06frTFxIug_hQhvzYjDdPq5du4Ki7QbBEDuAP-0U","ستاره مددکاری اجتماعی است که تیغ جراحی را برداشته و چهره بزک کرده جامعه را کنار میزند. او در پی این است که بر سایه سنگین سکوت نور بتاباند و حقایقی را آشکار سازد و در این مسیر اتفاقاتی برای او و اطرافیانش رخ میدهد …","",""
3896,"در مسیر باران",,"حامد کاتبی",139752000,23349,0,0,1397,"انيميشن","cinema",,"امین زندگانی, رحیم نوروزی, محمدرضا شیرخانلو, محمد جهانپا","",2,4.5,"https://aspb1.asset.aparat.com/aparat-video/5d87b4ff0d85b9f17081af389286de3e12649753-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjlmNWUwYmEwNGJiN2I3ZjA5OTlmMmRkNTZmYTg5MGFkIiwiZXhwIjoxNzQ1NzEwNTM5LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.EaL1Xa5p4IfxF6WeJDEYhhxNsD_aIpqdYySjJiZypDo","این انیمیشن روایتگر روزهای سخت زندگی مردی به نام «ریان» است که خشکسالی تاب و توانش بریده و روزگار را بر او و خانواده‌اش سخت کرده است.","",""
3920,"ضربه فنی",,"غلامرضا رمضانی",125491000,17148,0,0,1397,"کودک, کودک و نوجوان","cinema",,"نسیم ادبی, سیروس همتی, مجید نوروزی, سپهراد فرزامی","غلامرضا رمضانی",0,3.2,"https://aspb11.asset.aparat.com/aparat-video/fadf059186083c988bc0ceeb5dc3a0cf13720750-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjNhMDU0NzA2Mzk4OTQ0ZjBhMGQ4ZWEzZWQzMjViODJmIiwiZXhwIjoxNzQ1NzEwNTAyLCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.3Ixpjl7742fVTkfe60AksztKGWpybKbjuH-GydjP3F0","محمد شاگرد درس‌خوان و خوبی است که یکی از شاگردان مدرسه مزاحم او می‌شود. در این میان محمد با یکی از شاگران مدرسه به نام امیر که ورزشکار است آشنا می‌شود و این آشنایی سرنوشت متفاوتی را برای هر سه نفر آن‌ها به دنبال دارد و …","",""
3843,"شماره ۱۷ سهیلا",,"محمود غفاری",115875000,11961,0,0,1397,"اجتماعی","cinema",,"زهرا داوودنژاد, بابک حمیدیان, احسان امانی, مهرداد صدیقیان","محمود غفاری",2,5,"https://aspb12.asset.aparat.com/aparat-video/5d9b3641da21c21ebf5bff28a7bf819410977495-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjM5ZjNmMGZjMDdiZTI1NDdiYjNiMDgyZDRlZWQ3OWJhIiwiZXhwIjoxNzQ1NzEwMzA4LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.JsKS6ytlh3kYzJj1ZnyjRBqYF0YuRF6YLWT4z1bmais","«شماره ۱۷ سهیلا» روایت کننده داستان دختری میانسال است که زمان ازدواج او به تاخیر افتاده و با توجه به مشکل ژنتیکی که دارد در تلاش است که هر چه سریعتر ازدواج کند تا بچه دار شود","",""
3863,"مرداد",,"بهمن کامیار",111678000,11133,0,0,1397,"اجتماعی","cinema",,"محمدرضا فروتن, مهتاب کرامتی, رعنا آزادی ور, بهنوش بختیاری, اندیشه فولادوند, بابک بهشاد","",0,3.2,"https://aspb2.asset.aparat.com/aparat-video/5ff61577dead3639cf1b470ac30fc15811516681-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjU5YTVmNTBkNTZjNDQyNTJjYWQzZDFmN2UyNWYyZDI4IiwiZXhwIjoxNzQ1NzEwMzExLCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.4ZhARXCQPqjW8uWQtC91JtUh7b0AT0GrMaZCQrsvdkg","زوج جوان پرستاری بعد از سالها زندگی مشترک میخواهند صاحب فرزند شوند اما بعلت سابقه‌ی سقط جنین از نظر پزشکی فعلا امکان آن فراهم نیست و درمانهای خاصی را می‌طلبد، زوج جوان به سختی در حال فراهم کردن هزینه‌ی درمان ناباروری و سفر به لندن هستند تا اینکه اتفاقاتی باعث تردید زن برای ادامه‌ی مسیر درمان میشود","",""
3912,"سندباد و سارا",,"غلامرضا آزادی",89958000,14167,0,0,1397,"کودک, کودک و نوجوان","cinema",,"مهدی امینی خواه, آیدا نامجو, شهرام لاسمی, عباس بابایی","",0,3.1,"https://aspb14.asset.aparat.com/aparat-video/596186f45b71d9d318713f443f76237725099333-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6ImZjMzA1NTIxMDU4OTlmNTdmNzBjNWYwYWZiYTQyNTMyIiwiZXhwIjoxNzQ1NzEwMzQ0LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.VuotpTdDy0WDly5TlQpNZaXt4n9L_U0yduk2ozCtkhA","قصه درباره سندباد است که از زمانه خودش به زمان حال می‌آید و در اثر یک اتفاق سر از ایران در می‌آورد و اتفاقی عجیب و خاص برایش می‌افتد.","",""
3900,"بی نامی",,"علیرضا صمدی",83282000,9838,0,0,1397,"اجتماعی","cinema",,"باران کوثری, حسن معجونی, پوریا رحیمی سام, مهتاب ثروتی, علی باقری","",2,3.5,"https://aspb1.asset.aparat.com/aparat-video/3b653055920c93a11979d045dddd3f4112944054-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6ImJmZDQzYjU3MzAwZDg5YTY4MWM3ZjFkMjVjZTRjZjRiIiwiZXhwIjoxNzQ1NzEwMzU3LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.LwlnKZ5oHKhhJNewigpP51YTV-nSZXs6PclyLhwMf_g","این فیلم روایتگر داستان زن و شوهری است که سال‌ها پیش دانشجوی تئاتر بودند و با هم ازدواج می‌کنند و در یک کافی شاپ مشغول به کار می‌شوند، اما بر حسب اتفاق یکی از همکاران آنها گم می‌شود. قهرمان قصه به بهانه یافتن او به دنبال خود نیز در گذشته می‌گردد و سعی می‌کند از یک بحران خارج شود.","",""
3892,"امین و اکوان",,"زحل رضوی",81570000,17535,0,0,1397," موزيکال, انيميشن, موزيکال","cinema",,"فرزادشیرمحمدی, محمد مهدی قاهری, محسن زرابادی پور","",6,3.5,"https://aspb23.asset.aparat.com/aparat-video/291e87f1f4a7e8235c133ecc9c52552b12512646-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjNlNTU1OWMxY2I3OTU2NjU0MWRlYTIzNzVjZDBhY2RkIiwiZXhwIjoxNzQ1NzEwMjgyLCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.YktILsfhRSjLbZCeZ6jKR3oj_e-7DbaRvuH_VPsIcfc","امین و اکوان به شهر جدیدی می روند تا زندگی تازه ای را شروع کنند. امین آرایشگر خوش قلب و مهربان است، اما اکوان که آدم حسود و طمع کاری است، حاضر نیست با تلاش و زحمت پول در بیاورد. پس از دوستی امین استفاده می کند و پول او را خرج می کند …","",""
3841,"ناخواسته",,"برزو نیک نژاد",72312000,9958,0,0,1397,"اجتماعی","cinema",,"مهتاب کرامتی, مهرداد صدیقیان, الناز حبیبی, فرهاد قائمیان, همایون ارشادی","",0,3.1,"https://aspb3.asset.aparat.com/aparat-video/0b56099e34f119f4d0683cde7781291c10622508-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjU2NDgxOGJlZmU2ZTM4MThkNjM0ZDdiMzE1N2Y4ZjBiIiwiZXhwIjoxNzQ1NzEwNTUwLCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.oL9zhwWiHjSOFrVYJI-tB-fG3nsx-Nx0Q3qHDFuuQlk","هر از گاهی اتفاقاتی می‌افتد، خوب، بد که اگر جاده زندگیمان را تغییر ندهد، پیچ و تابش گریزناپذیر است. ما خواسته، کاری می‌کنیم برای دوری از ناخواسته‌های سرزده، ولی گهگاه سرنوشتمان رقم می‌خورد، با همین ناخواسته‌ها","",""
3879,"یک کیلو و بیست و یک گرم",,"رحیم طوفان",61071000,6838,0,0,1397,"اجتماعی","cinema",,"لیلا زارع, سعید آقاخانی, فرشته صدرعرفایی, آناهیتا افشار, بابک انصاری","",4,3,"https://aspb2.asset.aparat.com/aparat-video/d6633813d6e990e24013badf3e496af911742378-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjBmYzljYmEyNmQ3MzcyYWIzODc2YWNiNWQwYWJlMDVjIiwiZXhwIjoxNzQ1NzEwNjA4LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.dKTREJTYaFuscv3XMB-DrpBFDDYyEK1B5ehkIZmKs0Y","فیلم سینمایی «یک کیلو و بیست و یک گرم» یک اثر اجتماعی است و سه قشر از طبقه فرهنگی را کارشناسی و روایت می‌کند.","",""
3874,"راه رفتن روی سیم",,"احمدرضا معتمدی",54906000,5822,0,0,1397,"اجتماعی","cinema",,"احمد مهرانفر, هومن برق نورد, اندیشه فولادوند, حامد کمیلی","",0,3.1,"https://aspb13.asset.aparat.com/aparat-video/afa7623b6c7a7441c9805a82f0b6308311532099-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6Ijc4Yzg5NmI4YjdlOTdhYjU3NjVjMTA4OGFjZTMzNDQxIiwiZXhwIjoxNzQ1NzEwMjEzLCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.xAhWdEFVBV0ElaE25cpVsQU8-ULZHakpVZ7ylPQ790k","رویای یک گروه موسیقی زیرزمینی این است که در خارج از ایران کنسرتی برگزار کنند. همه چیز را آماده کرده‌اند و قصد دارند قانونی از کشور خارج شوند، اما مشکلاتی موجب می‌شود به سراغ شیوه‌های غیرقانونی خروج از کشور بروند و اتفاقات آن‌طور که انتظار می‌رود، پیش نمی‌رود","",""
3914,"بهشت گمشده",,"حمید سلیمیان",45967000,4778,0,0,1397,"اجتماعی","cinema",,"فرامرز قریبیان, افسانه پاکرو, متین ستوده","",0,3.8,"https://aspb3.asset.aparat.com/aparat-video/0fdbd0e0947411690922fff0c770ad5513945684-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6ImRlNDVjN2Y5MzZiYTZmNTY0Y2NhZDYxZDY3ZWYzNGU2IiwiZXhwIjoxNzQ1NzEwNjM4LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.hBHp0XlyLcIOM39k0-r5F-PKaDIR0Cht6VutLdFYk2Q","«عیسی برای یافتن راه نجات آیدا، سفری را در قصه‌ای پرماجرا آغاز می‌کند …»","",""
3876,"چراغ‌های ناتمام",,"مصطفی سلطانی",44092000,4773,0,0,1397,"دفاع مقدس","cinema",,"مجید صالحی, شقایق فراهانی, حسین مهری","",0,2.9,"https://aspb14.asset.aparat.com/aparat-video/fab058dea03e4c146a8d91cc6eb2cdc918626013-360p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjJhYzRiYzNiZDNlOWU5OGVlNzI1YTAyNWZiMGRhZmE5IiwiZXhwIjoxNzQ1NzEwNDgwLCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.44ezP4N9Jc3LiD3CP1rdyJNw1_kEDxmeVOo6BRJ4Ew0","«آیا تا حالا شده فکر کنین یه چیزی دور و برتون درست نیست و ندونین اون چیه؟ بین هزار هزار نفر آدم راه برین اما تنهای تنها باشین.. روزا پشت سر هم بگذرن و شما کاری از دستتون برنیاد.. فکر کنین سر جاتون نیستین اما ندونین چطوری باید برسین به اون جایی که دلتون می‌خواد.. هیچ‌کس نباشه که با یه جمله بهتون قوت قلب بده»","",""
3904,"اسکی باز",,"فریدون نجفی",36648000,7158,0,0,1397,"کودک, کودک و نوجوان","cinema",,"آوا دارویت, امیررضا فرامرزی, رضا موری, حبیب تاجمیری, غلامشاه قنبرى","",0,3.5,"https://aspb13.asset.aparat.com/aparat-video/8d81d3946fa7e46b2f4907ce3dbcf07912992600-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjRiN2Y2OWE2MzA1MmE5NWZkNGE5NmVmYjNhNDc5N2E1IiwiZXhwIjoxNzQ1NzEwMjIxLCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.li-FpUaxL44ZtmDLvQO8TnmwyOZ6b6G2ZShM6uGWRUw","یک بز کوهی که به روستاه پناه آورده است، قرار است قربانی یک رسم محلی شود، جولی پسربچه‌ای است که تا قبل از مسابقه اسکی، فرصت دارد او را نجات دهد.","",""
3911,"قرارمون پارک شهر",,"فلورا سام",27789000,3565,0,0,1397,"اجتماعی","cinema",,"نرگس محمدی, امین زندگانی, محمدرضا شریفی‌ نیا, شقایق فراهانی, ماه چهره خلیلی, سام نوری","",2,1.5,"https://aspb2.asset.aparat.com/aparat-video/314ff62d43670a794b9d852a80fa92e413726135-360p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6Ijc4NDRmOTgxY2ViZjgwN2QwYzhiNzRhYzEwYTQxMjVhIiwiZXhwIjoxNzQ1NzEwNDI2LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.hvsmo5YEjcyOSe0dLoPWymlWJhJ0rxcVDWQe2smzr2I","«قرارمون پارک شهر» با نام پیشین «نیمکت» مضمونی اجتماعی دارد و داستان زندگی نویسنده‌ای را روایت می‌کند که در حین نوشتن آخرین رمان خود پرده از حقایق زندگی اش برداشته می‌شود …","",""
3922,"دایان",,"بهروز نورانی پور",9920000,1688,0,0,1397,"دفاع مقدس","cinema",,"ناصر بابائیان, عبدالله زواره, بهار معروفی","بهروز نورانی پور",3,2.3333333333333335,"https://aspb1.asset.aparat.com/aparat-video/ffa7f94329d80c82caf3eba40a052b7e13981733-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjJlOGY5N2NiOTkyMWIwMmZkZjAyYTVlYmJkMjA5OWNlIiwiZXhwIjoxNzQ1NzEwMzY0LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.DE0RolYHeCuQjZ03PDWRbpAoB3_QfmJol8Q_lNuw_i8","داستانی درباره فردای «جنگ» و افرادی است که در یک روستا زندگی و برای فردای بهتر تلاش می‌کنند.","",""
3891,"گام‌‌های شیدایی",,"حمید بهمنی",3553000,418,0,0,1397,"دفاع مقدس","cinema",,"محمدرضا شریفی‌ نیا, جمشید هاشم پور, کورش تهامی, لوریت حنینو, فخرالدین صدیق شریف, مریم کاویانی, بهنوش طباطبایی","مهدی سجاده‌چی",3,1,"https://aspb3.asset.aparat.com/aparat-video/d80c6c202f0eff45bbf8ecb05aba2aa212344688-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjZkZWY2MmZmNGZlYzgyMWIzZWFhMTk1NGQ2NWVlZGM4IiwiZXhwIjoxNzQ1NzEwMzcxLCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.HPbQAxVDf9PuXYiYb71s1FHi3bU25m1XuS106iupWQo","فیلم گام های شیدایی به کارگردانی حمید بهمنی و نویسندگی مهدی سجاده‌چی است. این فیلم محصول مشترک ایران و بیروت و محصول سال 1391 است. محمدرضا شریفی‌نیا، جمشید هاشم‌پور، فخرالدین صدیق‌شریف، مریم کاویانی و بهنوش طباطبایی در این فیلم ایفای نقش کرده‌اند. برخی از عوامل فیلم عبارت‌اند از: تهیه‌کننده: محمد قهرمانی، فیلمبردار: امیر معقولی، تدوین‌گر: مهدی حسینی‌وند. 
خلاصه فیلم: داستان دختری به نام جولیا را به تصویر می‌کشد که در ارتش ایالت متحده آمریکا خدمت کند و تصمیم دارد تا مدارکی را به دوست خبرنگار خود برساند...","",""
4001,"مطرب",,"مصطفی کیایی",38548891000,3297404,0,0,1398,"اجتماعی, کمدی","cinema",,"پرویز پرستویی, محسن کیایی, الناز شاکردوست, مهران احمدی, حسین امیدی","",4528,3.616166077738516,"https://ads.cdn.asset.aparat.com/aparat-video/7629e211639be760846f9194ff1e564e17519671-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjdkYmFjZjUzNmVjNTQyYWRlNzc4ZTk1ZTc3ODhiNTY3IiwiZXhwIjoxNTk5NTg5MDg1LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.iCUUBwbMroLYOn_F-T3ULrn1hCX1Q500bdamECku_2E","درباره فیلم:
فیلم سینمایی «مطرب» هفتمین فیلم مصطفی کیایی در مقام کارگردانی است. در این فیلم پرویز پرستویی، محسن کیایی، الناز شاکردوست و مهران احمدی ایفای نقش کرده اند. فیلم سینمایی مطرب پرفروش ترین فیلم سینمای ایران در سال 98 لقب گرفت.

خلاصه فیلم:
اینا اصلا ما رو قبول ندارن بهمون میگن مطرب.","",""
3968,"متری شیش و نیم",,"سعید روستایی",27198941000,2262816,0,0,1398,"اجتماعی","cinema",,"پیمان معادی, نوید محمدزاده, پریناز ایزدیار, فرهاد اصلانی","",223,4.538116591928251,"https://hw14.asset.aparat.com/aparat-video/5408d32c802b02056ed85f1cf6aded9814198792-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjkyNDAyYWUwN2FmZDlhOGMwYmFjYjQ2Zjk1ODMwY2U1IiwiZXhwIjoxNzQ1NzEwNDAwLCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.f_fa-5xLt602o6kgMICbLs1KJsdgGACqoRkNqtRa8O8","در بزنگاه روزهای سخت، اعتیاد و مواد مخدر هم گریبان زندگی مردم این شهر را رها نمیکند …","",""
3931,"تگزاس ۲",,"",25088112000,2406780,0,0,1398,"کمدی","cinema",,"مهدی هاشمی, سام درخشانی, پژمان جمشیدی, ژاله صامتی, گابریلا پتری, بهرنگ علوی, رضا ناجی, امید روحانی, نادر سلیمانی","حمزه صالحی",157,3.8343949044585988,"https://as3.asset.aparat.com/aparat-video/344661f9131602cbd91b00135cab90bb14547575-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6IjIyYzI4YzU0ZjBjNjM1ZDE0OTJmYmI4ODcxN2NlOWM0IiwiZXhwIjoxNzQ1NzEwMjQ1LCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.g8ZTAk0vfOAakY8IavjyDcT09SzbRL32xBmr4vmkd_g","هیچ وقت یه ایرانی رو تهدید نکن، علی الخصوص تو تهران","",""
3927,"رحمان ۱۴۰۰",,"منوچهر هادی",21891063000,1730913,0,0,1398,"کمدی","cinema",,"محمدرضا گلزار, سعید آقاخانی, یکتا ناصر, غلامرضا نیکخواه, ساره بیات, بهرام افشاری, مهران مدیری","",141,3.524822695035461,"https://ads.cdn.asset.aparat.com/aparat-video/235b6ffa94ecb4d3b4478fe78937927514159377-480p.mp4?wmsAuthSign=eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJ0b2tlbiI6ImU0ZjllZDcwNzY5ODg1ZThhNDk2NDU2MGVmYmRmNmE1IiwiZXhwIjoxNTk5NTg5MDgyLCJpc3MiOiJTYWJhIElkZWEgR1NJRyJ9.70NpdmxOsbl5TuFPeXiRHZ06yrhYriYXvvhtjzVItmg","رحمان (سعید آقاخانی) آبدارچی یک شرکت است و پزشک به او اعلام کرده‌است که به‌زودی به‌علت سرطان از دنیا خواهد رفت. از این‌جهت رحمان فکری به سرش می‌زند تا از مرگ خود برای خانواده‌اش سودی حاصل کند؛ اما همیشه با بدشانسی روبه‌رو می‌شود. او با دوستش انوش (بهرام افشاری) نقشه‌هایی طراحی می‌کنند که اشکان (محمدرضا گلزار) پسر رئیس شرکت، بلایی سر رحمان بیاورد که خانوادهٔ رحمان با پول دیه، زندگی خوبی داشته‌باشند و…","",""
